id,Code,Standard,R,Q,U,IS,X,L,desc,desc2,Form_Question,Status,new_item,img,imgurl
57,R04Q14,เลขบอกชั้น,R04,Q14,VA,1,1,1,ภายในห้องลิฟต์ต้องมีตัวเลขบอกชั้นที่เห็นได้ชัดเจน,ภายในห้องลิฟต์ต้องมีตัวเลขบอกชั้นที่เห็นได้ชัดเจน,Q14 : เลขบอกชั้น,on,no,-,-
58,R04Q15,เสียงบอกชั้น,R04,Q15,AA,1,2,2,ภายในห้องลิฟต์ต้องมีเสียงบอกชั้นที่ได้ยินชัดเจน และมีมากกว่า 1 ภาษา,ภายในห้องลิฟต์ต้องมีเสียงบอกชั้นที่ได้ยินชัดเจน และมีมากกว่า 1 ภาษา,Q15 : เสียงบอกชั้น,on,no,-,-
59,R04Q16,ป้ายบอกชั้นและทิศทาง,R04,Q16,VA,1,1,2,ต้องมีป้ายบอกชั้นและทิศทางหน้าโถงลิฟต์ที่เห็นได้ชัดเจน,ต้องมีป้ายบอกชั้นและทิศทางหน้าโถงลิฟต์ที่เห็นได้ชัดเจน,Q16 : ป้ายบอกชั้นและทิศทาง,on,no,https://drive.google.com/open?id=1prI5CT9AC1AGq8WrsKwfC7cfHJ7-nLnc&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1prI5CT9AC1AGq8WrsKwfC7cfHJ7-nLnc
60,R04Q17,เสียงเตือน,R04,Q17,AA,1,2,2,มีเสียงเตือนเมื่อลิฟต์ขัดข้องสำหรับผู้ใช้ที่ต้องการข้อมูลเตือนภัยด้วยเสียง,มีเสียงเตือนเมื่อลิฟต์ขัดข้องสำหรับผู้ใช้ที่ต้องการข้อมูลเตือนภัยด้วยเสียง,Q17 : เสียงเตือน,on,no,-,-
61,R04Q18,ไฟกะพริบสีแดง,R04,Q18,NH,1,2,2,มีแสงไฟกะพริบสีแดงเตือนภัยสำหรับผู้ใช้ที่ต้องการข้อมูลเตือนภัยด้วยสัญญาณแสง,มีแสงไฟกะพริบสีแดงเตือนภัยสำหรับผู้ใช้ที่ต้องการข้อมูลเตือนภัยด้วยสัญญาณแสง,Q18 : ไฟกะพริบสีแดง,on,no,-,-
62,R04Q19,ไฟกะพริบสีเขียว,R04,Q19,NH,1,2,2,มีแสงไฟกะพริบสีเขียวเพื่อแจ้งให้คนข้างในลิฟต์ทราบว่ามีคนกำลังแก้ไขปัญหาลิฟต์ขัดข้องแล้ว,มีแสงไฟกะพริบสีเขียวเพื่อแจ้งให้คนข้างในลิฟต์ทราบว่ามีคนกำลังแก้ไขปัญหาลิฟต์ขัดข้องแล้ว,Q19 : ไฟกะพริบสีเขียว,on,no,-,-
63,R04Q20,โทรศัพท์ฉุกเฉิน,R04,Q20,SF,1,2,2,มีโทรศัพท์ฉุกเฉินในห้องลิฟต์ อยู่สูงจากพื้น 90cm - 120cm,มีโทรศัพท์ฉุกเฉินในห้องลิฟต์ อยู่สูงจากพื้น 90 ซม. - 120 ซม.,Q20 : โทรศัพท์ฉุกเฉิน,on,no,https://drive.google.com/open?id=1nvhUh5Ap8NR8rRsX--8aylVAnnyXDbO8&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1nvhUh5Ap8NR8rRsX--8aylVAnnyXDbO8
64,R04Q21,ระบบเลื่อนมาจอดระดับพื้นดิน,R04,Q21,SF,3,2,2,มีระบบเลื่อนลิฟต์มาจอดระดับพื้นดินเมื่อไฟฟ้าขัดข้อง,มีระบบเลื่อนลิฟต์มาจอดระดับพื้นดินเมื่อไฟฟ้าขัดข้อง,Q21 : ระบบเลื่อนมาจอดระดับพื้นดิน,on,no,-,-
65,R04Q22,ป้ายสัญลักษณ์บอกตำแหน่งลิฟต์,R04,Q22,VA,1,1,2,มีป้ายสัญลักษณ์หรือตัวอักษรแสดงให้ทราบว่ามีลิฟต์ ขนาดป้ายไม่น้อยกว่า 15cm ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว และมีทั้งภาษาไทยและอังกฤษ,มีป้ายสัญลักษณ์หรือตัวอักษรแสดงให้ทราบว่ามีลิฟต์ ขนาดป้ายไม่น้อยกว่า 15 ซม. ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว และมีทั้งภาษาไทยและอังกฤษ,Q22 : ป้ายสัญลักษณ์บอกตำแหน่งลิฟต์,on,no,https://drive.google.com/open?id=1pv0t6P-IL4fUNhH_jLEn-N_KnmEJFTE8&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1pv0t6P-IL4fUNhH_jLEn-N_KnmEJFTE8
201,R04Q23,ชื่อยี่ห้อและรุ่นของลิฟท์,R04,Q23,SK,0,0,0,-,-,Q23 : ชื่อยี่ห้อและรุ่นของลิฟท์,on,no,,
66,R05Q01,เคาน์เตอร์,R05,Q01,MA,2,2,1,มีเคาน์เตอร์จำหน่ายตั๋วหรือจุดบริการข้อมูลข่าวสารที่สามารถให้บริการแก่คนพิการได้อย่างน้อยหนึ่งจุด,มีเคาน์เตอร์จำหน่ายตั๋วหรือจุดบริการข้อมูลข่าวสารที่สามารถให้บริการแก่คนพิการได้อย่างน้อยหนึ่งจุด,Q01 : เคาน์เตอร์,on,no,https://drive.google.com/open?id=1mFYNXzGHi4pDspXeWUtpmYIxTnzH5tBB&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1mFYNXzGHi4pDspXeWUtpmYIxTnzH5tBB
67,R05Q02,ความสูงเคาน์เตอร์ผู้พิการ,R05,Q02,MA,2,1,1,ความสูงขอบบนของเคาน์เตอร์อยู่ระหว่าง 75cm - 80cm,ความสูงขอบบนของเคาน์เตอร์อยู่ระหว่าง 75 ซม. - 80 ซม.,Q02 : ความสูงเคาน์เตอร์ผู้พิการ,on,no,https://drive.google.com/open?id=1nN_syBfRs4ZROswBBoj0GyIpluphOAzC&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1nN_syBfRs4ZROswBBoj0GyIpluphOAzC&a
68,R05Q03,ความสูงใต้เคาน์เตอร์ผู้พิการ,R05,Q03,MA,2,1,1,ความสูงของพื้นที่ว่างใต้เคาน์เตอร์อยู่ระหว่าง 70cm - 75cm,ความสูงของพื้นที่ว่างใต้เคาน์เตอร์อยู่ระหว่าง 70 ซม. - 75 ซม.,Q03 : ความสูงใต้เคาน์เตอร์ผู้พิการ,on,no,https://drive.google.com/open?id=1lS7ZSEuCkwtbGNR8WvCQ07VHgWdrSt7l&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1lS7ZSEuCkwtbGNR8WvCQ07VHgWdrSt7l
69,R05Q04,ระยะยื่นใต้เคาน์เตอร์ผู้พิการ,R05,Q04,MA,1,1,1,เคาน์เตอร์ต้องมีส่วนที่ยื่นเลยออกมาไม่น้อยกว่า 40cm,เคาน์เตอร์ต้องมีส่วนที่ยื่นเลยออกมาไม่น้อยกว่า 40 ซม.,Q04 : ระยะยื่นใต้เคาน์เตอร์ผู้พิการ,on,no,https://drive.google.com/open?id=14nBV9Sx2n96lKMAL0kypF57rffh_IOYS&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=14nBV9Sx2n96lKMAL0kypF57rffh_IOYS&a
70,R05Q05,เคาน์เตอร์สีตัดกัน,R05,Q05,VA,1,1,2,เคาน์เตอร์ต้องสีตัดกันกับผนังโดยรอบ,เคาเตอร์มีสีตัดกับผนังโดยรอบ,Q05 : เคาน์เตอร์สีตัดกัน,on,no,-,-
71,R05Q06,ตู้จำหน่ายตั๋ว (ทางการเห็น),R05,Q06,TA,1,1,3,มีตู้จำหน่ายตั๋วที่คนพิการใช้ได้ และมีอักษรเบรลล์กำกับทุกปุ่มกด (แพลตตินัม),มีตู้จำหน่ายตั๋วที่คนพิการใช้ได้ และมีอักษรเบรลล์กำกับทุกปุ่มกด (แพลตตินัม),Q06 : ตู้จำหน่ายตั๋ว (ทางการเห็น),on,no,https://drive.google.com/open?id=1pvrtWZfav961Ccp9HWCSJaNAOAisPciv&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1pvrtWZfav961Ccp9HWCSJaNAOAisPciv
72,R05Q07,ระบบจำหน่ายตั๋วออนไลน์,R05,Q07,AA,1,1,3,มีระบบจำหน่ายตั๋วออนไลน์ที่ผ่านมาตรฐาน WCAG 2.0 ตั้งแต่ระดับ A ขึ้นไป (แพลตตินัม),มีระบบจำหน่ายตั๋วออนไลน์ที่ผ่านมาตรฐาน WCAG 2.0 ตั้งแต่ระดับ A ขึ้นไป (แพลตตินัม),Q07 : ระบบจำหน่ายตั๋วออนไลน์,on,no,-,-
73,R05Q08,ตู้จำหน่ายตั๋ว (รถเข็น),R05,Q08,MA,1,1,3,มีตู้จำหน่ายตั๋วที่คนพิการใช้ได้ สูงจากพื้นไม่เกิน 80cm (แพลตตินัม),มีตู้จำหน่ายตั๋วที่คนพิการใช้ได้ สูงจากพื้นไม่เกิน 80 ซม. (แพลตตินัม),Q08 : ตู้จำหน่ายตั๋ว (รถเข็น),on,no,-,-
74,R05Q09,ตู้ TTRS (ทางการได้ยิน),R05,Q09,NH,1,1,3,มีอุปกรณ์ให้คนพิการทางการได้ยินและสื่อความหมายสามารถใช้บริการล่ามทางไกลเพื่อสื่อสารกับเจ้าหน้าที่ในสถานีได้อย่างน้อย 1 เครื่อง (แพลตตินัม),มีอุปกรณ์ให้คนพิการทางการได้ยินและสื่อความหมายสามารถใช้บริการล่ามทางไกลเพื่อสื่อสารกับเจ้าหน้าที่ในสถานีได้อย่างน้อย 1 เครื่อง (แพลตตินัม),Q09 : ตู้ TTRS (ทางการได้ยิน),on,no,-,-
75,R05Q10,ป้ายสัญลักษณ์ของเคาท์เตอร์,R05,Q10,VA,1,1,1,มีป้ายสัญลักษณ์หรือตัวอักษรแสดงให้ทราบว่ามีเคาน์เตอร์ที่คนพิการสามารถใช้ได้ ขนาดป้ายไม่น้อยกว่า 15cm ใช้ตัวอักษรและสีพื้นขาวน้ำเงินหรือน้ำเงินขาว กรณีใช้ข้อความ มีภาษาไทยและอังกฤษด้วย (กรณีมีเคาน์เตอร์สำหรับคนพิการ),มีป้ายสัญลักษณ์หรือตัวอักษรแสดงให้ทราบว่ามีเคาน์เตอร์ที่คนพิการสามารถใช้ได้ ขนาดป้ายไม่น้อยกว่า 15 ซม. ใช้ตัวอักษรและสีพื้นขาวน้ำเงินหรือน้ำเงินขาว กรณีใช้ข้อความ มีภาษาไทยและอังกฤษด้วย (กรณีมีเคาน์เตอร์สำหรับคนพิการ),Q10 : ป้ายสัญลักษณ์ของเคาท์เตอร์,on,no,https://drive.google.com/open?id=1mFYNXzGHi4pDspXeWUtpmYIxTnzH5tBB&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1mFYNXzGHi4pDspXeWUtpmYIxTnzH5tBB
202,R05Q11,แผนผังสถานี,R05,Q11,AA,1,1,1,-,มีแผนผังสถานีที่รองรับการใช้งานสำหรับผู้พิการทางสายตา และมีความสูงระหว่าง 70-75 ซม.,Q11 : แผนผังสถานี,on,no,https://drive.google.com/open?id=116bH17pqjE6jXsWu26teJhVLX3uGGPsg&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=116bH17pqjE6jXsWu26teJhVLX3uGGPsg&a
203,R05Q12,ประเภทของเคาท์เตอร์,R05,Q12,SK,0,0,0,-,-,,on,no,,
76,R06Q01,ช่องประตูและความกว้าง,R06,Q01,NW,2,4,1,มีช่องประตูทางเข้าสู่พื้นที่ผู้โดยสารที่คนพิการสามารถใช้ได้ และมีความกว้างสุทธิของช่องประตูไม่น้อยกว่า 90cm,ช่องประตูเข้าสู่พื้นที่ภายในที่ผู้พิการสามารถใช้งานได้ มีความกว้างไม่น้อยกว่า 90 ซม.,Q01 : ช่องประตูและความกว้าง,on,no,https://drive.google.com/open?id=1kbDaZBfTH5vCdHbDyYMXj1Zpu9z5Slkd&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1kbDaZBfTH5vCdHbDyYMXj1Zpu9z5Slkd
77,R06Q02,สีตัดกัน,R06,Q02,VA,1,1,2,ช่องประตูทางเข้าต้องมีสีตัดกันของบานประตูกับขอบประตูหรือสิ่งที่อยู่รอบ,ช่องประตูทางเข้าต้องมีสีตัดกันของบานประตูกับขอบประตูหรือสิ่งที่อยู่รอบ,Q02 : สีตัดกัน,on,no,-,-
78,R06Q03,ป้ายสัญลักษณ์,R06,Q03,VA,1,1,1,มีป้ายสัญลักษณ์แสดงช่องประตูทางเข้าสำหรับคนพิการ ขนาดป้ายไม่น้อยกว่า 15cm ใช้สีขาว-น้ำเงินหรีอน้ำเงิน-ขาว และมีทั้งภาษาไทยและอังกฤษ,มีป้ายสัญลักษณ์แสดงช่องประตูทางเข้าสำหรับคนพิการ ขนาดป้ายไม่น้อยกว่า 15 ซม. ใช้สีขาว-น้ำเงินหรีอน้ำเงิน-ขาว และมีทั้งภาษาไทยและอังกฤษ,Q03 : ป้ายสัญลักษณ์,on,no,https://drive.google.com/open?id=1lb3SzD7TLpUlbqtnfAtJ5FcyICIAMxTp&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1lb3SzD7TLpUlbqtnfAtJ5FcyICIAMxTp
204,R06Q04,ธรณีประตู,R06,Q04,NW,1,1,1,-,หากมีธรณีประตู ธรณีประตูต้องสูงไม่เกิน 2 ซม. และปาดมุมไม่เกิน 45 องศา กรณีธรณีประตูสูงเกิน 2 ซม. หากเป็นไปได้ให้นำธรณีประตูออก หรือยกพื้นสองด้านของประตูให้เสมอกันเป็นระยะทางไม่น้อยกว่า 150 ซม. และมีทางลาด (ควรปรึกษาผู้เชี่ยวชาญ),Q04 : ธรณีประตู,on,no,,
205,R06Q05,พื้นที่ว่างด้านหน้าประตู,R06,Q05,NW,2,1,1,-,พื้นที่ว่างด้านหน้าประตูทั้งสองด้านต้องไม่ต่างระดับกัน หากต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระกับกันเกิน 2 ซม. ให้ยกพื้นด้านที่ต่ำกว่าให้สูงเสมอกัน มีความยาวไม่น้อยกว่า 150 ซม. และมีทางลาด,Q05 : พื้นที่ว่างด้านหน้าประตู,on,no,,
206,R06Q06,น้ำหนักการเปิด,R06,Q06,MA,2,1,2,-,ปิดประตู - การเปิด-ปิดประตูต้องใช้แรงเปิด-ปิดน้อย,Q06 : น้ำหนักการเปิด,on,no,,
207,R06Q07,ชนิดของมือจับประตู,R06,Q07,MA,1,1,2,-,กรณีเป็นประตูแบบผลักเข้า-ออก มือจับประตูต้องเป็นชนิดที่สามารถเปิดได้ง่ายด้วยกำปั้นข้างเดียว อยู่สูงจากพื้น 100 ซม. - 120 ซม. (หากไม่ใช่ประตูแบบผลักเข้าออก ข้ามไป Q10),Q07 : ชนิดของมือจับประตู,on,no,,
208,R06Q08,ราวจับแนวนอน,R06,Q08,MA,1,1,2,-,กรณีเป็นประตูแบบผลักเข้าออก ต้องมีราวจับในแนวนอนบนบานประตูด้านใน สูงจากพื้น 80 ซม. - 90 ซม. และยาวไปตามความกว้างของบานประตู (หากไม่ใช่ ข้ามไป Q10),Q08 : ราวจับแนวนอน,on,no,,
209,R06Q09,ประตูบานกระจก,R06,Q09,VA,1,1,2,-,หากประตูเป็นบานกระจกหรือลูกฟัก ให้ติดเครื่องหมายหรือแถบสีที่เห็นได้ชัดเจนไว้บนบานกระจกในระดับที่สังเกตเห็นได้ง่าย (หากไม่ใช่ข้ามไป Q11),Q09 : ประตูบานกระจก,on,no,,
210,R06Q10,ประตูบานเลื่อน,R06,Q10,MA,1,1,2,-,หากเป็นประตูบานเลื่อน ต้องติดตั้งมือจับประตูทั้งด้านในและด้านนอก ปลายล่างสุดอยู่สูงจากพื้นไม่เกิน 80 ซม. ปลายบนสุดอยู่สูงจากพื้นไม่น้อยกว่า 100 ซม. มีลักษณะกลม เส้นผ่านศูนย์กลาง 3 ซม. - 4 ซม. (หรือเส้นรอบวง 9.4 ซม. - 12.6 ซม.) (หากไม่ใช่ข้ามไป Q12),Q10 : ประตูบานเลื่อน,on,no,,
211,R06Q11,ประตูอัตโนมัติ,R06,Q11,MA,2,2,3,-,กรณีเป็นห้องส้วมคนพิการ ให้ใช้ประตูแบบกดปุ่มเปิด-ปิดและล็อคประตูอัตโนมัติ (แพลตตินัม),Q11 : ประตูอัตโนมัติ,on,no,,
212,R06Q13,เลือกรูปแบบประตู,R06,Q13,SK,0,0,0,-,-,,on,no,,
79,R07Q01,ความกว้างของบันได,R07,Q01,MA,3,1,1,หากมีบันได ความกว้างสุทธิของบันไดต้องไม่น้อยกว่า 150cm,หากมีบันได ความกว้างสุทธิของบันไดต้องไม่น้อยกว่า 150 ซม.,Q01 : ความกว้างของบันได,on,no,https://drive.google.com/open?id=1o4IYrGDnzoVfDblALq7h0lo1JZV1Id3g&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1o4IYrGDnzoVfDblALq7h0lo1JZV1Id3g
80,R07Q02,ชานพัก,R07,Q02,MA,3,1,2,หากจุดที่ขึ้นไปมีความต่างระดับมากกว่า 2m ต้องมีชานพักทุกระยะในแนวดิ่งไม่เกิน 2m,หากจุดที่ขึ้นไปมีความต่างระดับมากกว่า 2m ต้องมีชานพักทุกระยะในแนวดิ่งไม่เกิน 2m,Q02 : ชานพัก,on,no,https://drive.google.com/open?id=1q2nHxXCct0ROPZqZIFHoRsvSw7jJqwQa&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1q2nHxXCct0ROPZqZIFHoRsvSw7jJqwQa
81,R07Q03,พื้นผิว,R07,Q03,SF,1,2,1,พื้นผิวของบันไดต้องไม่ลื่น,พื้นผิวของบันไดต้องไม่ลื่น,Q03 : พื้นผิว,on,no,-,-
82,R07Q04,ช่องโล่ง,R07,Q04,SF,2,2,1,บันไดต้องไม่เป็นช่องโล่ง,บันไดต้องไม่เป็นช่องโล่ง,Q04 : ช่องโล่ง,on,no,https://drive.google.com/open?id=1oypuSfoK9y0lkIWaaBp8OrTJBvKcloaa&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1oypuSfoK9y0lkIWaaBp8OrTJBvKcloaa
83,R07Q05,ลูกตั้ง,R07,Q05,MA,3,1,2,ความสูงของลูกตั้งทุกขั้นต้องไม่เกิน 15cm,ความสูงของลูกตั้งทุกขั้นต้องไม่เกิน 15 ซม.,Q05 : ลูกตั้ง,on,no,https://drive.google.com/open?id=1qE_QWdxc8mUwycQQDvx65rePmn5EKQOM&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qE_QWdxc8mUwycQQDvx65rePmn5EKQOM
84,R07Q06,ลูกนอน,R07,Q06,MA,3,1,2,ความกว้างของลูกนอนต้องไม่น้อยกว่า 28cm (ไม่รวมส่วนที่เหลื่อมกัน),ความกว้างของลูกนอนต้องไม่น้อยกว่า 28 ซม. (ไม่รวมส่วนที่เหลื่อมกัน),Q06 : ลูกนอน,on,no,https://drive.google.com/open?id=1qc7vC5ZIX2oJfqsX0qPZm3brbwPu2HoL&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qc7vC5ZIX2oJfqsX0qPZm3brbwPu2HoL
85,R07Q07,ระยะเหลื่อมกัน,R07,Q07,MA,1,1,2,มีระยะเหลื่อมกันของบันได แต่ต้องไม่มากกว่า 2cm,มีระยะเหลื่อมกันของบันได แต่ต้องไม่มากกว่า 2 ซม.,Q07 : ระยะเหลื่อมกัน,on,no,https://drive.google.com/open?id=1qdLaG6id_bX19IT9wh_BgjV8FOTKGUSa&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qdLaG6id_bX19IT9wh_BgjV8FOTKGUSa
86,R07Q08,ป้ายแสดงทิศทาง,R07,Q08,VA,1,1,2,ป้ายแสดงทิศทาง ตำแหน่งและหมายเลขชั้นบริเวณทางขึ้น-ลงบันได,ป้ายแสดงทิศทาง ตำแหน่งและหมายเลขชั้นบริเวณทางขึ้น-ลงบันได,Q08 : ป้ายแสดงทิศทาง,on,no,https://drive.google.com/open?id=1qetZrHrtGId9DO6L8VSOj8MbA6bgvwoR&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qetZrHrtGId9DO6L8VSOj8MbA6bgvwoR
87,R07Q09,พื้นผิวต่างสัมผัสชนิดเตือน,R07,Q09,TA,1,1,2,ติดตั้งพื้นผิวต่างสัมผัสชนิดเตือนห่างจากจุดขึ้นลงทุกจุด อยู่ห่างจากจุดขึ้นลง 30cm - 35cm กว้าง 30cm และยาวเท่ากับความกว้างของบันได,ติดตั้งพื้นผิวต่างสัมผัสชนิดเตือนห่างจากจุดขึ้นลงทุกจุด อยู่ห่างจากจุดขึ้นลง 30 ซม. - 35 ซม. กว้าง 30 ซม. และยาวเท่ากับความกว้างของบันได,Q09 : พื้นผิวต่างสัมผัสชนิดเตือน,on,no,https://drive.google.com/open?id=1qoWIL-21kqW6kUUzjal-2pWbTvTXyyD6&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qoWIL-21kqW6kUUzjal-2pWbTvTXyyD6
88,R07Q10,ความสูงของราวบันได,R07,Q10,MA,1,1,1,ราวบันไดทั้งสองข้างต้องอยู่สูงจากพื้น 80cm - 90cm,ราวบันไดทั้งสองข้างต้องอยู่สูงจากพื้น 80 ซม. - 90 ซม.,Q10 : ความสูงของราวบันได,on,no,https://drive.google.com/open?id=1ivrAWpo5ehiDgBkIo3DZxpDhSTOmPqFL&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1ivrAWpo5ehiDgBkIo3DZxpDhSTOmPqFL
89,R07Q11,ขนาดของราวบันได,R07,Q11,MA,1,1,1,ราวบันไดทั้งสองข้างต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3cm - 4cm (หรือเส้นรอบวง 9.4cm - 12.6cm) พื้นผิวเรียบและไม่ลื่นหรือมีลักษณะที่เป็นอันตราย,ราวบันไดทั้งสองข้างต้องมีลักษณะกลม มีเส้นผ่านศูนย์กลาง 3 ซม. - 4 ซม. (หรือเส้นรอบวง 9.4 ซม. - 12.6 ซม.) พื้นผิวเรียบและไม่ลื่นหรือมีลักษณะที่เป็นอันตราย,Q11 : ขนาดของราวบันได,on,no,https://drive.google.com/open?id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X
90,R07Q12,ราวบันไดที่ยึดติดกับผนัง,R07,Q12,MA,1,1,1,ราวบันไดที่ยึดติดกับผนังต้องอยู่ห่างจากผนังไม่น้อยกว่า 5cm และสูงจากจุดยึดไม่น้อยกว่า 12cm (หากไม่มีข้ามไป Q13),ราวบันไดที่ยึดติดกับผนังต้องอยู่ห่างจากผนังไม่น้อยกว่า 5 ซม. และสูงจากจุดยึดไม่น้อยกว่า 12 ซม.,Q12 : ราวบันไดที่ยึดติดกับผนัง,on,no,https://drive.google.com/open?id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1oMSkGrDp53aNJ2xT2N4rkgyMJIoDNZ3X
91,R07Q13,ความเร็วบันไดเลื่อน,R07,Q13,SF,1,2,3,บันไดเลื่อน (escalator) หรือทางเลื่อน (travelator) ต้องมีความเร็วไม่เกิน 0.5m ต่อ 1 วินาที หรือสามารถปรับความเร็วให้ไม่เกิน 0.5m/วินาที ได้ (แพลตตินัม),บันไดเลื่อน (escalator) หรือทางเลื่อน (travelator) ต้องมีความเร็วไม่เกิน 0.5m ต่อ 1 วินาที หรือสามารถปรับความเร็วให้ไม่เกิน 0.5m/วินาที ได้ (แพลตตินัม),Q13 : ความเร็วบันไดเลื่อน,on,no,-,-
92,R08Q01,ความกว้างของทางเดิน,R08,Q01,NW,2,4,1,ความกว้างสุทธิตลอดช่วงทางเดินต้องไม่น้อยกว่า 150cm,ความกว้างสุทธิตลอดช่วงทางเดินต้องไม่น้อยกว่า 150 ซม.,Q01 : ความกว้างของทางเดิน,on,no,https://drive.google.com/open?id=12Lwzlit9G5L-19G0rjxURuaeGh3S4Zkd&authuser=nati%40satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=12Lwzlit9G5L-19G0rjxURuaeGh3S4Zkd&a
93,R08Q02,สิ่งกีดขวางทางเดิน,R08,Q02,TA,2,1,1,ต้องไม่มีวัตถุหรือสิ่งกีดขวางในระดับพื้นทางเดิน หากมี ต้องจัดให้อยู่ในแนวเดียวกัน มีพื้นผิวต่างสัมผัสชนิดเตือนหรือแนวกั้นสิ่งกีดขวาง ห่างจากสิ่งกีดขวางไม่น้อยกว่า 30cm,ต้องไม่มีวัตถุหรือสิ่งกีดขวางในระดับพื้นทางเดิน หากมี ต้องจัดให้อยู่ในแนวเดียวกัน มีพื้นผิวต่างสัมผัสชนิดเตือนหรือแนวกั้นสิ่งกีดขวาง ห่างจากสิ่งกีดขวางไม่น้อยกว่า 30 ซม.,Q02 : สิ่งกีดขวางทางเดิน,on,no,https://drive.google.com/open?id=1qoWIL-21kqW6kUUzjal-2pWbTvTXyyD6&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1qoWIL-21kqW6kUUzjal-2pWbTvTXyyD6
94,R08Q03,สิ่งกีดขวางระดับศีรษะ,R08,Q03,SF,2,1,1,ต้องไม่มีสิ่งกีดขวางในแนวทางเดินระดับศีรษะ เช่น ป้ายหรือวัตถุที่แขวนระดับศีรษะ หากมี ต้องอยู่สูงจากพื้นไม่น้อยกว่า 2m,ต้องไม่มีสิ่งกีดขวางในแนวทางเดินระดับศีรษะ เช่น ป้ายหรือวัตถุที่แขวนระดับศีรษะ หากมี ต้องอยู่สูงจากพื้นไม่น้อยกว่า 2m,Q03 : สิ่งกีดขวางระดับศีรษะ,on,no,https://drive.google.com/open?id=1pCU2_W-2NfTC55bUS-wIVHDg86OR5cuZ&authuser=nati@satarana.com&usp=drive_fs,http://drive.google.com/uc?export=view&id=1pCU2_W-2NfTC55bUS-wIVHDg86OR5cuZ
95,R08Q04,ความต่างระดับกับภายนอก,R08,Q04,NW,2,2,1,พื้นทางเดินต้องไม่มีความต่างระดับจากพื้นที่อื่นๆ โดยรอบ เช่น ถนนภายนอกอาคาร ลานจอดรถ ฯลฯ หากมีความต่างระดับ ต้องมีทางลาดที่ได้มาตรฐาน,พื้นทางเดินต้องไม่มีความต่างระดับจากพื้นที่อื่นๆ โดยรอบ เช่น ถนนภายนอกอาคาร ลานจอดรถ ฯลฯ หากมีความต่างระดับ ต้องมีทางลาดที่ได้มาตรฐาน,Q04 : ความต่างระดับกับภายนอก,off,no,-,-
96,R08Q05,ความต่างระดับบนทางเดิน,R08,Q05,NW,1,1,1,พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2cm ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2cm ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน,พื้นผิวของทางเดินต้องเรียบเสมอกันและไม่ลื่น หากมีความต่างระดับกันไม่เกิน 2 ซม. ให้ปาดมุมไม่เกิน 45 องศา หากต่างระดับกันเกิน 2 ซม. ควรยกพื้นให้เสมอกันหรือมีทางลาดที่ได้มาตรฐาน,Q05 : ความต่างระดับบนทางเดิน,on,no,-,-
