id,R_ID,Q_ID,Q_code,Question,Q_status,IS,X,L,Q_detail,QA_id,Q_img,Q_Check,Q_Comment,desc,A_code,a_type,a_no,A2_code,g_choice,status,ans_id,g_ans,remark,skip,end,multiple choice,add,q,A_Check,A_Comment,edit gude,EDITED
99,R02,Q13,R02Q13,ป้ายสัญลักษณ์,,,,,,,,,,M7: ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,M7,M,6,M6,ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,off,,M6 : ตรงกับ M มากกว่า 1 ข้อหรือทุกข้อ,checkbox,0,0,5,0,ป้ายสัญลักษณ์,,,,
100,R02,Q13,R02Q13,ป้ายสัญลักษณ์,on,1,1,1, มีป้ายสัญลักษณ์หรือตัวอักษรแสดงจุดข้ามถนนสำหรับคนพิการ ต้องมีขนาดป้ายไม่น้อยกว่า 30 ซม. ใช้สีขาว-น้ำเงินหรือน้ำเงิน-ขาว และมีข้อความทั้งภาษาไทยและอังกฤษ,,https://drive.google.com/open?id=1lb3SzD7TLpUlbqtnfAtJ5FcyICIAMxTp&authuser=nati@satarana.com&usp=drive_fs,ไม่เข้าใจ,,D8: ไม่มีป้ายแสดงจุดข้ามถนนสำหรับคนพิการในกรณีที่จำเป็นต้องมี,D8,D,1,D1,ไม่มีป้ายแสดงจุดข้ามถนนสำหรับคนพิการ,on,,D1 : ไม่มีป้ายแสดงจุดข้ามถนนสำหรับคนพิการ,checkbox,0,0,0,0,ป้ายสัญลักษณ์,ไม่เข้าใจ,วัดความจำเป็นจากอะไรอ่า,,TRUE
101,R03,Q01,R03Q01,ทางที่เข้าได้,on,2,4,1, หากทางเข้ามีความต่างระดับ ต้องมีทางลาดที่เข้าได้หรือสิ่งทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก อยู่ในบริเวณทางเข้าหลักกับทางเข้า-ออกของคนทั่วไป และมีสภาพที่ใช้งานได้ดี,,-,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ทางที่เข้าได้,ผ่าน,,,TRUE
102,R03,Q01,R03Q01,ทางที่เข้าได้,on,2,4,1, หากทางเข้ามีความต่างระดับ ต้องมีทางลาดที่เข้าได้หรือสิ่งทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก อยู่ในบริเวณทางเข้าหลักกับทางเข้า-ออกของคนทั่วไป และมีสภาพที่ใช้งานได้ดี,,-,ผ่าน,,P2: ทางเข้าไม่มีความต่างระดับ (จบ),P2,P,2,P2,ทางเข้าไม่มีความต่างระดับ (จบ),on,,P2 : ทางเข้าไม่มีความต่างระดับ (จบ),,0,32,0,0,ทางที่เข้าได้,ผ่าน,,,TRUE
103,R03,Q01,R03Q01,ทางที่เข้าได้,on,2,4,1, หากทางเข้ามีความต่างระดับ ต้องมีทางลาดที่เข้าได้หรือสิ่งทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก อยู่ในบริเวณทางเข้าหลักกับทางเข้า-ออกของคนทั่วไป และมีสภาพที่ใช้งานได้ดี,,-,ผ่าน,,P3: มีอุปกรณ์ทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก เป็นต้น (จบ),P3,P,3,P3,มีอุปกรณ์ทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก เป็นต้น (จบ),on,,P3 : มีอุปกรณ์ทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก เป็นต้น (จบ),,0,55,0,0,ทางที่เข้าได้,ผ่าน,,,TRUE
104,R03,Q01,R03Q01,ทางที่เข้าได้,on,2,4,1, หากทางเข้ามีความต่างระดับ ต้องมีทางลาดที่เข้าได้หรือสิ่งทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก อยู่ในบริเวณทางเข้าหลักกับทางเข้า-ออกของคนทั่วไป และมีสภาพที่ใช้งานได้ดี,,-,ผ่าน,,M4: ทางลาดไม่อยู่ในบริเวณเดียวกันกับทางเข้า-ออกของคนทั่วไป,M4,M,1,M1,ทางลาดไม่อยู่ในบริเวณเดียวกันกับทางเข้า-ออกของคนทั่วไป,on,,M1 : ทางลาดไม่อยู่ในบริเวณเดียวกันกับทางเข้า-ออกของคนทั่วไป,,0,0,0,0,ทางที่เข้าได้,ผ่าน,,,TRUE
105,R03,Q01,R03Q01,ทางที่เข้าได้,on,2,4,1, หากทางเข้ามีความต่างระดับ ต้องมีทางลาดที่เข้าได้หรือสิ่งทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก อยู่ในบริเวณทางเข้าหลักกับทางเข้า-ออกของคนทั่วไป และมีสภาพที่ใช้งานได้ดี,,-,ผ่าน,,D5: ไม่มีทางลาดหรือทางที่รถเข็นสามารถเข้าได้ (จบ),D5,D,1,D1,ไม่มีทางลาดหรือทางที่รถเข็นสามารถเข้าได้ (จบ),on,,D1 : ไม่มีทางลาดหรือทางที่รถเข็นสามารถเข้าได้ (จบ),,0,47,0,0,ทางที่เข้าได้,ผ่าน,,,TRUE
106,R03,Q01,R03Q01,ทางที่เข้าได้,on,2,4,1, หากทางเข้ามีความต่างระดับ ต้องมีทางลาดที่เข้าได้หรือสิ่งทดแทนทางลาด เช่น ลิฟต์แบบแท่นยก อยู่ในบริเวณทางเข้าหลักกับทางเข้า-ออกของคนทั่วไป และมีสภาพที่ใช้งานได้ดี,,-,ผ่าน,,D6: ทางลาดหรือพื้นผิวทางลาดชำรุดเสียหายจนไม่สามารถใช้งานได้ (จบ),D6,D,2,D2,ทางลาดหรือพื้นผิวทางลาดชำรุดเสียหายจนไม่สามารถใช้งานได้ (จบ),on,,D2 : ทางลาดหรือพื้นผิวทางลาดชำรุดเสียหายจนไม่สามารถใช้งานได้ (จบ),,0,62,0,0,ทางที่เข้าได้,ผ่าน,,,TRUE
107,R03,Q02,R03Q02,พื้นผิวทางลาด,on,1,1,1, พื้นผิวของทางลาดทุกส่วนเป็นวัสดุที่ไม่ลื่น (รวมถึงแลนดิ้งของทางลาด) หากมีจุดเชื่อมต่อต้องเรียบเสมอกัน,,-,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,พื้นผิวทางลาด,ผ่าน,,,TRUE
108,R03,Q02,R03Q02,พื้นผิวทางลาด,on,1,1,1, พื้นผิวของทางลาดทุกส่วนเป็นวัสดุที่ไม่ลื่น (รวมถึงแลนดิ้งของทางลาด) หากมีจุดเชื่อมต่อต้องเรียบเสมอกัน,,-,ผ่าน,,D2: พื้นผิวบางส่วนหรือทั้งหมดของทางลาดมีลักษณะลื่น,D2,D,1,D1,พื้นผิวบางส่วนหรือทั้งหมดของทางลาดมีลักษณะลื่น,on,,D1 : พื้นผิวบางส่วนหรือทั้งหมดของทางลาดมีลักษณะลื่น,,0,0,0,0,พื้นผิวทางลาด,ผ่าน,,,TRUE
109,R03,Q02,R03Q02,พื้นผิวทางลาด,on,1,1,1, พื้นผิวของทางลาดทุกส่วนเป็นวัสดุที่ไม่ลื่น (รวมถึงแลนดิ้งของทางลาด) หากมีจุดเชื่อมต่อต้องเรียบเสมอกัน,,-,ผ่าน,,D3: พื้นผิวของแลนดิ้งบนหรือล่างมีลักษณะลื่น,D3,D,2,D2,พื้นผิวของแลนดิ้งบนหรือล่างมีลักษณะลื่น,on,,D2 : พื้นผิวของแลนดิ้งบนหรือล่างมีลักษณะลื่น,,0,0,0,0,พื้นผิวทางลาด,ผ่าน,,,TRUE
110,R03,Q02,R03Q02,พื้นผิวทางลาด,on,1,1,1, พื้นผิวของทางลาดทุกส่วนเป็นวัสดุที่ไม่ลื่น (รวมถึงแลนดิ้งของทางลาด) หากมีจุดเชื่อมต่อต้องเรียบเสมอกัน,,-,ผ่าน,,D4: จุดเชื่อมต่ออย่างน้อย 1 จุดไม่เรียบเสมอกันและเป็นอุปสรรค,D4,D,3,D3,จุดเชื่อมต่ออย่างน้อย 1 จุดไม่เรียบเสมอกันและเป็นอุปสรรค,on,,D3 : จุดเชื่อมต่ออย่างน้อย 1 จุดไม่เรียบเสมอกันและเป็นอุปสรรค,,0,0,0,0,พื้นผิวทางลาด,ผ่าน,,,TRUE
111,R03,Q02,R03Q02,พื้นผิวทางลาด,on,1,1,1, พื้นผิวของทางลาดทุกส่วนเป็นวัสดุที่ไม่ลื่น (รวมถึงแลนดิ้งของทางลาด) หากมีจุดเชื่อมต่อต้องเรียบเสมอกัน,,-,ผ่าน,,D5: มีตะแกรง เนิน สันหรือสิ่งกีดขวางที่เป็นอันตรายบนพื้นที่ใดๆ ของทางลาด,D5,D,4,D4,มีตะแกรง เนิน สันหรือสิ่งกีดขวางที่เป็นอันตรายบนพื้นที่ใดๆ ของทางลาด,on,,D4 : มีตะแกรง เนิน สันหรือสิ่งกีดขวางที่เป็นอันตรายบนพื้นที่ใดๆ ของทางลาด,,0,0,0,0,พื้นผิวทางลาด,ผ่าน,,,TRUE
112,R03,Q02,R03Q02,พื้นผิวทางลาด,,,,,,,,,,D6: ตรงกับ D มากกว่า 1 ข้อหรือทุกข้อ,D6,D,5,D5,ตรงกับ D มากกว่า 1 ข้อหรือทุกข้อ,off,,D5 : ตรงกับ D มากกว่า 1 ข้อหรือทุกข้อ,,0,0,5,0,พื้นผิวทางลาด,,,,
113,R03,Q03,R03Q03,ความกว้างของทางลาด,on,2,4,1, ความกว้างของทางลาด ต้องไม่น้อยกว่า 90 ซม. หากความยาวทางลาดรวมเกิน 6 ม. ต้องมีความกว้างไม่น้อยกว่า 150 ซม.,,https://drive.google.com/open?id=1p_H2F8_5RMl_E85e1GsT3gytVido3F8a&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ความกว้างของทางลาด,ผ่าน,,,TRUE
114,R03,Q03,R03Q03,ความกว้างของทางลาด,on,2,4,1, ความกว้างของทางลาด ต้องไม่น้อยกว่า 90 ซม. หากความยาวทางลาดรวมเกิน 6 ม. ต้องมีความกว้างไม่น้อยกว่า 150 ซม.,,https://drive.google.com/open?id=1p_H2F8_5RMl_E85e1GsT3gytVido3F8a&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,M2: ความยาวทางลาดรวม <=6m + ทางลาดกว้าง >=80cm และ <90cm,M2,M,1,M1,ถ้าความยาวทางลาดรวมน้อยกว่า 6 เมตร แล้วมีทางลาดกว้างระหว่าง 80 - 90 ซม.,on,,M1 : ถ้าความยาวทางลาดรวมน้อยกว่า 6 เมตร แล้วมีทางลาดกว้างระหว่าง 80 - 90 ซม.,,0,0,0,0,ความกว้างของทางลาด,-,"หน่วยวัดอยากให้ใช้แบบใดแบบหนึ่ง ระหว่างภาษาไทย กับ อังกฤษ 
(ม. / m)",,TRUE
115,R03,Q03,R03Q03,ความกว้างของทางลาด,on,2,4,1, ความกว้างของทางลาด ต้องไม่น้อยกว่า 90 ซม. หากความยาวทางลาดรวมเกิน 6 ม. ต้องมีความกว้างไม่น้อยกว่า 150 ซม.,,https://drive.google.com/open?id=1p_H2F8_5RMl_E85e1GsT3gytVido3F8a&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,M3: ความยาวทางลาดรวม >6m + ทางลาดกว้าง >=120cm และ <150cm,M3,M,2,M2,ถ้าความยาวทางลาดรวมมากกว่า 6 เมตร แล้วทางลาดกว้างระหว่าง 120 - 150 ซม.,on,,M2 : ถ้าความยาวทางลาดรวมมากกว่า 6 เมตร แล้วทางลาดกว้างระหว่าง 120 - 150 ซม.,,0,0,0,0,ความกว้างของทางลาด,ผ่าน,,,TRUE
116,R03,Q03,R03Q03,ความกว้างของทางลาด,on,2,4,1, ความกว้างของทางลาด ต้องไม่น้อยกว่า 90 ซม. หากความยาวทางลาดรวมเกิน 6 ม. ต้องมีความกว้างไม่น้อยกว่า 150 ซม.,,https://drive.google.com/open?id=1p_H2F8_5RMl_E85e1GsT3gytVido3F8a&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D4: ทางลาดกว้าง <80cm,D4,D,1,D1,ทางลาดแคบกว่า 90 ซม.,on,,D1 : ทางลาดแคบกว่า 90 ซม.,,0,0,0,0,ความกว้างของทางลาด,ผ่าน,,,TRUE
117,R03,Q04,R03Q04,พื้นที่แลนดิ้ง,on,2,2,1," ต้องมีพื้นที่ว่างหน้าทางลาด 
(แลนดิ้งบนและล่าง) ยาวเลยทางลาดออกไปไม่น้อยกว่า 150 ซม. เพื่อให้ผู้ใช้รถเข็นหยุดพักหรือหมุนตัวได้",,https://drive.google.com/open?id=1k_r1JtPe7E2sUR2LrUeKzpdoaH5KWZix&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,แลนดิ้งบนหรือล่างยาวกว่า 150 ซม.,on,,P1 : แลนดิ้งบนหรือล่างยาวกว่า 150 ซม.,,0,0,0,0,พื้นที่แลนดิ้ง,ผ่าน,,,TRUE
118,R03,Q04,R03Q04,พื้นที่แลนดิ้ง,on,2,2,1," ต้องมีพื้นที่ว่างหน้าทางลาด 
(แลนดิ้งบนและล่าง) ยาวเลยทางลาดออกไปไม่น้อยกว่า 150 ซม. เพื่อให้ผู้ใช้รถเข็นหยุดพักหรือหมุนตัวได้",,https://drive.google.com/open?id=1k_r1JtPe7E2sUR2LrUeKzpdoaH5KWZix&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,M2: แลนดิ้งบนหรือล่างยาว >=120cm และ <150cm,M2,M,1,M1,แลนดิ้งบนหรือล่างยาวระหว่าง 120 - 150 ซม.,on,,M1 : แลนดิ้งบนหรือล่างยาวระหว่าง 120 - 150 ซม.,,0,0,0,0,พื้นที่แลนดิ้ง,ผ่าน,,,TRUE
119,R03,Q04,R03Q04,พื้นที่แลนดิ้ง,on,2,2,1," ต้องมีพื้นที่ว่างหน้าทางลาด 
(แลนดิ้งบนและล่าง) ยาวเลยทางลาดออกไปไม่น้อยกว่า 150 ซม. เพื่อให้ผู้ใช้รถเข็นหยุดพักหรือหมุนตัวได้",,https://drive.google.com/open?id=1k_r1JtPe7E2sUR2LrUeKzpdoaH5KWZix&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D3: แลนดิ้งบนหรือล่างยาว <120m,D3,D,1,D1,แลนดิ้งบนหรือล่างยาวน้อยกว่า 120 ซม.,on,,D1 : แลนดิ้งบนหรือล่างยาวน้อยกว่า 120 ซม.,,0,0,0,0,พื้นที่แลนดิ้ง,ผ่าน,,,TRUE
120,R03,Q04,R03Q04,พื้นที่แลนดิ้ง,on,2,2,1," ต้องมีพื้นที่ว่างหน้าทางลาด 
(แลนดิ้งบนและล่าง) ยาวเลยทางลาดออกไปไม่น้อยกว่า 150 ซม. เพื่อให้ผู้ใช้รถเข็นหยุดพักหรือหมุนตัวได้",,https://drive.google.com/open?id=1k_r1JtPe7E2sUR2LrUeKzpdoaH5KWZix&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D4: พื้นผิวแลนดิ้งบนหรือล่างลื่น,D4,D,2,D2,พื้นผิวแลนดิ้งบนหรือล่างลื่น,on,,D2 : พื้นผิวแลนดิ้งบนหรือล่างลื่น,,0,0,0,0,พื้นที่แลนดิ้ง,ผ่าน,,,TRUE
121,R03,Q05,R03Q05,ความยาวช่วงทางลาด,on,2,1,2, ความยาวแต่ละช่วงของทางลาดต้องไม่เกิน 6m,,https://drive.google.com/open?id=1kB6RygM4j13bPeFU1I7YnPtiSWftcbZk&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ทางลาดแต่ละช่วงยาวน้อยกว่า 6 ม.,on,,P1 : ทางลาดแต่ละช่วงยาวน้อยกว่า 6 ม.,,0,0,0,0,ความยาวช่วงทางลาด,ผ่าน,,,TRUE
122,R03,Q05,R03Q05,ความยาวช่วงทางลาด,on,2,1,2, ความยาวแต่ละช่วงของทางลาดต้องไม่เกิน 6m,,https://drive.google.com/open?id=1kB6RygM4j13bPeFU1I7YnPtiSWftcbZk&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,M2: ช่วงของทางลาดยาว >6m,M2,M,1,M1,ทางลาดแต่ละช่วงยาวมากกว่า 6 ม.,on,,M1 : ทางลาดแต่ละช่วงยาวมากกว่า 6 ม.,,0,0,0,0,ความยาวช่วงทางลาด,ผ่าน,,,TRUE
123,R03,Q06,R03Q06,ชานพักของทางลาด,on,2,2,2, หากความยาวทางลาดรวมเกิน 6m ต้องมีชานพักความยาวไม่น้อยกว่า 150 ซม. จัดไว้ทุกๆ 6m หรือน้อยกว่าของแต่ละช่วงตอนของทางลาด,,https://drive.google.com/open?id=1kBZdrrcddLYGe6D24_lSoqO_pSgtGSua&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ผ่านตามเงื่อนไขทุกประการ,on,,P1 : ผ่านตามเงื่อนไขทุกประการ,,0,0,0,0,ชานพักของทางลาด,ผ่าน,,,TRUE
124,R03,Q06,R03Q06,ชานพักของทางลาด,on,2,2,2, หากความยาวทางลาดรวมเกิน 6m ต้องมีชานพักความยาวไม่น้อยกว่า 150 ซม. จัดไว้ทุกๆ 6m หรือน้อยกว่าของแต่ละช่วงตอนของทางลาด,,https://drive.google.com/open?id=1kBZdrrcddLYGe6D24_lSoqO_pSgtGSua&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,M2: มีชานพักยาว >=120cm แต่ <150cm,M2,M,1,M1,ความยาวชานพักระหว่าง 120 - 150 ซม.,on,,M1 : ความยาวชานพักระหว่าง 120 - 150 ซม.,,0,0,0,0,ชานพักของทางลาด,ผ่าน,,,TRUE
125,R03,Q06,R03Q06,ชานพักของทางลาด,on,2,2,2, หากความยาวทางลาดรวมเกิน 6m ต้องมีชานพักความยาวไม่น้อยกว่า 150 ซม. จัดไว้ทุกๆ 6m หรือน้อยกว่าของแต่ละช่วงตอนของทางลาด,,https://drive.google.com/open?id=1kBZdrrcddLYGe6D24_lSoqO_pSgtGSua&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D3: ชานพักยาว <120cm,D3,D,1,D1,ความยาวชานพักน้อยกว่า 120 ซม.,on,,D1 : ความยาวชานพักน้อยกว่า 120 ซม.,,0,0,0,0,ชานพักของทางลาด,ผ่าน,,,TRUE
126,R03,Q06,R03Q06,ชานพักของทางลาด,on,2,2,2, หากความยาวทางลาดรวมเกิน 6m ต้องมีชานพักความยาวไม่น้อยกว่า 150 ซม. จัดไว้ทุกๆ 6m หรือน้อยกว่าของแต่ละช่วงตอนของทางลาด,,https://drive.google.com/open?id=1kBZdrrcddLYGe6D24_lSoqO_pSgtGSua&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D4: ทางลาดยาว >6m แต่ไม่มีชานพัก,D4,D,2,D2,ทางลาดยาวมากกว่า 6 ม. แต่ไม่มีชานพัก,on,,D2 : ทางลาดยาวมากกว่า 6 ม. แต่ไม่มีชานพัก,,0,0,0,0,ชานพักของทางลาด,-,,,TRUE
127,R03,Q07,R03Q07,ความลาดเอียง (1:12),on,2,4,1, ความลาดเอียงของทางลาดต้องไม่เกิน 1:12,,https://drive.google.com/open?id=1jIB80N6iFaJoQfehkL0rju6eBxBBkcix&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ความชันน้อยกว่า 1:12,on,,P1 : ความชันน้อยกว่า 1:12,,0,0,0,0,ความลาดเอียง (1:12),-,,,TRUE
128,R03,Q07,R03Q07,ความลาดเอียง (1:12),on,2,4,1, ความลาดเอียงของทางลาดต้องไม่เกิน 1:12,,https://drive.google.com/open?id=1jIB80N6iFaJoQfehkL0rju6eBxBBkcix&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,M2: >1:12 (4.7636 องศา) และ <=1:8 (7.1250 องศา),M2,M,1,M1,ความชันอยู่ระหว่าง 1:8 - 1:12,on,,M1 : ความชันอยู่ระหว่าง 1:8 - 1:12,,0,0,0,0,ความลาดเอียง (1:12),-,,,TRUE
129,R03,Q07,R03Q07,ความลาดเอียง (1:12),on,2,4,1, ความลาดเอียงของทางลาดต้องไม่เกิน 1:12,,https://drive.google.com/open?id=1jIB80N6iFaJoQfehkL0rju6eBxBBkcix&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D3: >1:8 (7.1250 องศา),D3,D,1,D1,ความชันมากกว่า 1:8,on,,D1 : ความชันมากกว่า 1:8,,0,0,0,0,ความลาดเอียง (1:12),-,,,TRUE
130,R03,Q08,R03Q08,ความลาดเอียง (1:15),on,2,2,3, ความลาดเอียงของทางลาดต้องไม่เกิน 1:15 (แพลตตินัม),,-,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ความชันน้อยกว่า 1:15,on,,P1 : ความชันน้อยกว่า 1:15,,0,0,0,0,ความลาดเอียง (1:15),-,,,TRUE
131,R03,Q08,R03Q08,ความลาดเอียง (1:15),on,2,2,3, ความลาดเอียงของทางลาดต้องไม่เกิน 1:15 (แพลตตินัม),,-,ผ่าน,,M2: >1:15 (3.8141 องศา) และ <=1:12 (4.7636 องศา),M2,M,1,M1,ความชันอยู่ระหว่าง 1:12 - 1:15,on,,M1 : ความชันอยู่ระหว่าง 1:12 - 1:15,,0,0,0,0,ความลาดเอียง (1:15),-,,,TRUE
132,R03,Q08,R03Q08,ความลาดเอียง (1:15),on,2,2,3, ความลาดเอียงของทางลาดต้องไม่เกิน 1:15 (แพลตตินัม),,-,ผ่าน,,D3: >1:12 (4.7636 องศา),D3,D,1,D1,ความชันมากกว่า 1:12,on,,D1 : ความชันมากกว่า 1:12,,0,0,0,0,ความลาดเอียง (1:15),-,,,TRUE
133,R03,Q09,R03Q09,ขอบกันตก,on,1,2,1, ทางลาดที่ยาวมากกว่า 250 ซม. ต้องมีขอบกันตกด้านที่ไม่มีผนังสูงจากพื้นไม่น้อยกว่า 15 ซม.  กรณีใช้ราวเป็นขอบกันตก ราวด้านล่างสุดต้องอยู่สูงจากพื้นไม่เกิน 10 ซม. หากทางลาดมีจุดเลี้ยวต้องมีขอบกันตกหรือราวที่ใช้เป็นขอบกันตกด้านไม่มีผนัง,,https://drive.google.com/open?id=1o4IYrGDnzoVfDblALq7h0lo1JZV1Id3g&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,P1: ผ่านตามเงื่อนไขทุกประการ,P1,P,1,P1,ทางลาดยาวกว่า 250 ซม. มีขอบหรือราวล่าง 10-15 ซม.,on,,P1 : ทางลาดยาวกว่า 250 ซม. มีขอบหรือราวล่าง 10-15 ซม.,,0,0,0,0,ขอบกันตก,ผ่าน,,,TRUE
134,R03,Q09,R03Q09,ขอบกันตก,on,1,2,1, ทางลาดที่ยาวมากกว่า 250 ซม. ต้องมีขอบกันตกด้านที่ไม่มีผนังสูงจากพื้นไม่น้อยกว่า 15 ซม.  กรณีใช้ราวเป็นขอบกันตก ราวด้านล่างสุดต้องอยู่สูงจากพื้นไม่เกิน 10 ซม. หากทางลาดมีจุดเลี้ยวต้องมีขอบกันตกหรือราวที่ใช้เป็นขอบกันตกด้านไม่มีผนัง,,https://drive.google.com/open?id=1o4IYrGDnzoVfDblALq7h0lo1JZV1Id3g&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,P2: มีผนังทั้งสองด้าน ไม่จำเป็นต้องมีขอบกันตก,P2,P,2,P2,มีผนังทั้งสองด้าน ไม่จำเป็นต้องมีขอบกันตก,on,,P2 : มีผนังทั้งสองด้าน ไม่จำเป็นต้องมีขอบกันตก,,0,0,0,0,ขอบกันตก,ผ่าน,,,TRUE
135,R03,Q09,R03Q09,ขอบกันตก,on,1,2,1, ทางลาดที่ยาวมากกว่า 250 ซม. ต้องมีขอบกันตกด้านที่ไม่มีผนังสูงจากพื้นไม่น้อยกว่า 15 ซม.  กรณีใช้ราวเป็นขอบกันตก ราวด้านล่างสุดต้องอยู่สูงจากพื้นไม่เกิน 10 ซม. หากทางลาดมีจุดเลี้ยวต้องมีขอบกันตกหรือราวที่ใช้เป็นขอบกันตกด้านไม่มีผนัง,,https://drive.google.com/open?id=1o4IYrGDnzoVfDblALq7h0lo1JZV1Id3g&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,M3: ขอบกันตกอยู่สูงจากพื้น >=5cm แต่ <15cm,M3,M,1,M1,ขอบกันตกสูงจากพื้นระหว่าง 5 - 15 ซม.,on,,M1 : ขอบกันตกสูงจากพื้นระหว่าง 5 - 15 ซม.,,0,0,0,0,ขอบกันตก,ผ่าน,,,TRUE
136,R03,Q09,R03Q09,ขอบกันตก,on,1,2,1, ทางลาดที่ยาวมากกว่า 250 ซม. ต้องมีขอบกันตกด้านที่ไม่มีผนังสูงจากพื้นไม่น้อยกว่า 15 ซม.  กรณีใช้ราวเป็นขอบกันตก ราวด้านล่างสุดต้องอยู่สูงจากพื้นไม่เกิน 10 ซม. หากทางลาดมีจุดเลี้ยวต้องมีขอบกันตกหรือราวที่ใช้เป็นขอบกันตกด้านไม่มีผนัง,,https://drive.google.com/open?id=1o4IYrGDnzoVfDblALq7h0lo1JZV1Id3g&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D4: ราวที่ใช้ทำขอบกันตกอยู่สูงจากพื้น >10cm,D4,D,1,D1,ราวที่ใช้ทำขอบกันตกอยู่สูงจากพื้นมากกว่า 10 ซม.,on,,D1 : ราวที่ใช้ทำขอบกันตกอยู่สูงจากพื้นมากกว่า 10 ซม.,,0,0,0,0,ขอบกันตก,ผ่าน,,,TRUE
137,R03,Q09,R03Q09,ขอบกันตก,on,1,2,1, ทางลาดที่ยาวมากกว่า 250 ซม. ต้องมีขอบกันตกด้านที่ไม่มีผนังสูงจากพื้นไม่น้อยกว่า 15 ซม.  กรณีใช้ราวเป็นขอบกันตก ราวด้านล่างสุดต้องอยู่สูงจากพื้นไม่เกิน 10 ซม. หากทางลาดมีจุดเลี้ยวต้องมีขอบกันตกหรือราวที่ใช้เป็นขอบกันตกด้านไม่มีผนัง,,https://drive.google.com/open?id=1o4IYrGDnzoVfDblALq7h0lo1JZV1Id3g&authuser=nati@satarana.com&usp=drive_fs,ผ่าน,,D5: ทางลาดลาว >250cm แต่ไม่มีขอบกันตกหรือราวที่ใช้ทำขอบกันตกด้านไม่มีผนัง,D5,D,2,D2,ทางลาดยาวกว่า 250 ซม. แต่ไม่มีขอบกันตกหรือราวที่ใช้ทำขอบกันตกด้านไม่มีผนัง,on,,D2 : ทางลาดยาวกว่า 250 ซม. แต่ไม่มีขอบกันตกหรือราวที่ใช้ทำขอบกันตกด้านไม่มีผนัง,,0,0,0,0,ขอบกันตก,ผ่าน,,,TRUE
